age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,zero_crossing_count,zero_crossing_sum
32.0,0.0,"idaho falls, idaho, usa",english75,english,male,138,usa,False,1995,267.97412109375
18.0,0.0,"boston, massachusetts, usa",english76,english,female,139,usa,False,1512,134.298828125
26.0,0.0,"melbourne, australia",english77,english,male,140,australia,False,2093,268.05908203125
20.0,0.0,"caribou, maine, usa",english78,english,female,141,usa,False,2010,218.609375
73.0,0.0,"boston, massachusetts, usa",english79,english,male,142,usa,False,2248,173.634765625
21.0,0.0,"perth, australia",english8,english,female,143,australia,False,1747,151.4462890625
34.0,0.0,"glasgow, scotland, uk",english80,english,male,144,uk,False,1931,135.52587890625
30.0,0.0,"st. paul, minnesota, usa",english81,english,male,145,usa,False,1932,121.45068359375
50.0,0.0,"chicago, illinois, usa",english82,english,female,146,usa,False,1920,83.0322265625
42.0,0.0,"winnfield, louisiana, usa",english83,english,female,147,usa,False,2251,234.595703125
45.0,0.0,"sydney, australia",english84,english,male,148,australia,False,1947,157.6630859375
31.0,0.0,"strabane, northern ireland, uk",english85,english,male,149,uk,False,1633,44.0556640625
50.0,0.0,"charleston, south carolina, usa",english86,english,male,150,usa,False,1906,172.732421875
18.0,0.0,"tamworth, australia",english87,english,female,151,australia,False,1529,145.990234375
18.0,0.0,"grand rapids, michigan, usa",english88,english,male,152,usa,False,1712,125.708984375
18.0,0.0,"kingston ma, massachusetts, usa",english89,english,male,153,usa,False,1893,64.92919921875
48.0,0.0,"carthage, texas, usa",english9,english,female,154,usa,False,2468,173.103515625
53.0,0.0,"pittsburgh, pennsylvania, usa",english90,english,male,155,usa,False,1999,136.9072265625
22.0,0.0,"wisconsin rapids, wisconsin, usa",english92,english,female,157,usa,False,1726,132.69921875
22.0,0.0,"mamou, louisiana, usa",english93,english,female,158,usa,False,1937,187.42919921875
55.0,0.0,"pensacola, florida, usa",english94,english,female,159,usa,False,2422,190.134765625
18.0,0.0,"mishawaka, indiana, usa",english95,english,male,160,usa,False,1926,157.10986328125
31.0,0.0,"point pleasant, new jersey, usa",english96,english,male,161,usa,False,1861,136.69921875
42.0,0.0,"wilmington nc, north carolina, usa",english97,english,male,162,usa,False,1558,147.9091796875
22.0,0.0,"spokane, washington, usa",english98,english,male,163,usa,False,1809,109.52978515625
52.0,0.0,"pittsburgh, pennsylvania, usa",english99,english,female,164,usa,False,1897,214.69677734375
52.0,6.0,"bethesda, maryland, usa",farsi14,farsi,female,1572,usa,False,4005,272.5751953125
30.0,5.0,"victoria, british columbia, canada",finnish5,finnish,male,873,canada,False,2205,160.77392578125
19.0,9.0,"montreal, quebec, canada",french12,french,female,524,canada,False,1960,143.46484375
19.0,7.0,"montreal, quebec, canada",french16,french,female,658,canada,False,1746,83.2734375
22.0,6.0,"washington, dc, usa",french18,french,male,741,usa,False,2172,156.77783203125
23.0,12.0,"alma, quebec, canada",french20,french,male,804,canada,False,1697,122.89208984375
78.0,16.0,"ghent, belgium",french22,french,female,822,belgium,False,2282,185.486328125
76.0,16.0,"ghent, belgium",french23,french,female,823,belgium,False,2403,153.60693359375
27.0,11.0,"montreal, quebec, canada",french26,french,female,917,canada,False,1880,134.48583984375
62.0,10.0,"montreal, quebec, canada",french33,french,male,1127,canada,False,2501,192.25830078125
22.0,8.0,"montreal, quebec, canada",french38,french,male,1424,canada,False,2197,132.287109375
22.0,8.0,"montreal, quebec, canada",french45,french,male,1567,canada,False,2060,190.61865234375
18.0,5.0,"liege, wallonia, belgium",french51,french,male,1765,belgium,False,2348,283.69970703125
18.0,5.0,"rimouski, quebec, canada",french7,french,male,185,canada,False,1953,151.525390625
66.0,16.0,"ghent, belgium",french8,french,male,186,belgium,False,2996,285.728515625
72.0,40.0,"pingxiang, jiangxi, china",gan1,gan,male,1632,china,False,4227,633.03564453125
51.0,9.0,"dilla, ethiopia",gedeo1,gedeo,male,1090,ethiopia,False,2374,140.75830078125
48.0,12.0,"dusseldorf, germany",german1,german,female,189,germany,False,2357,96.5771484375
24.0,10.0,"darmstadt, germany",german10,german,male,635,germany,False,1852,136.35595703125
20.0,11.0,"frankfurt, germany",german11,german,female,640,germany,False,2082,113.9091796875
31.0,11.0,"bremen, germany",german16,german,female,881,germany,False,2116,133.37353515625
53.0,10.0,"frankfurt, germany",german17,german,female,882,germany,False,2220,114.0673828125
19.0,11.0,"offenbach, germany",german19,german,female,928,germany,False,2269,84.14892578125
29.0,12.0,"bemberg, germany",german2,german,female,190,germany,False,2111,114.86328125
21.0,12.0,"elsterwerda, germany",german22,german,female,1092,germany,False,2187,154.01806640625
24.0,11.0,"herdecke, germany",german23,german,male,1255,germany,False,2243,183.18115234375
27.0,10.0,"niedersachsen, germany",german24,german,male,1383,germany,False,1809,90.1328125
21.0,11.0,"geislingen, germany",german25,german,female,1443,germany,False,1749,125.6875
77.0,24.0,"stuttgart, germany",german26,german,female,1452,germany,False,2930,267.603515625
23.0,10.0,"bielefeld, germany",german27,german,male,1494,germany,False,2101,217.23095703125
53.0,12.0,"coburg, germany",german29,german,female,1619,germany,False,2090,186.64111328125
19.0,12.0,"meissen, germany",german3,german,female,191,germany,False,2011,143.65673828125
21.0,10.0,"datteln, germany",german31,german,female,1685,germany,False,2455,184.93017578125
29.0,12.0,"niedersachsen, germany",german32,german,female,1707,germany,False,2059,165.4365234375
39.0,10.0,"stuttgart, germany",german33,german,male,1877,germany,False,1731,241.21826171875
28.0,11.0,"bochum, germany",german34,german,male,1879,germany,False,1942,147.37646484375
51.0,11.0,"ingolstadt, germany",german35,german,female,1972,germany,False,2024,193.77783203125
18.0,14.0,"hamburg, germany",german36,german,female,1994,germany,False,1753,207.95263671875
19.0,11.0,"stuttgart, germany",german4,german,female,192,germany,False,2162,160.71630859375
47.0,12.0,"halle, germany",german5,german,male,193,germany,False,2478,277.10009765625
20.0,11.0,"berlin, germany",german7,german,male,501,germany,False,1858,160.05517578125
25.0,10.0,"bernburg, germany",german8,german,male,545,germany,False,1723,48.34912109375
22.0,8.0,"wuppertal, germany",german9,german,male,616,germany,False,1966,297.50244140625
24.0,4.0,"bethlehem, pennsylvania, usa",greek12,greek,male,1712,usa,False,2161,313.8310546875
22.0,3.0,"lancaster, pennsylvania, usa",greek14,greek,female,1816,usa,False,2073,192.43994140625
20.0,15.0,"ahmedabad, india",gujarati1,gujarati,male,198,india,False,3209,176.193359375
22.0,8.0,"bombay, india",gujarati2,gujarati,male,199,india,False,2636,140.123046875
53.0,16.0,"ahmedabad, india",gujarati4,gujarati,female,610,india,False,4016,186.8642578125
28.0,3.0,"bombay, india",gujarati5,gujarati,female,1016,india,False,1891,168.7783203125
29.0,5.0,"kutch, gujarat, india",gujarati6,gujarati,male,1143,india,False,2776,130.50830078125
40.0,4.0,"hyderabad, india",gujarati7,gujarati,female,1504,india,False,2412,94.349609375
27.0,7.0,"ahmedabad, india",gujarati8,gujarati,female,1678,india,False,2191,221.5048828125
19.0,9.0,"surat, india",gujarati9,gujarati,male,2041,india,False,2197,277.78369140625
51.0,12.0,"hosanna, ethiopia",hadiyya1,hadiyya,male,1022,ethiopia,False,2734,192.0439453125
30.0,11.0,"hosanna, ethiopia",hadiyya2,hadiyya,male,1032,ethiopia,False,2960,154.6767578125
27.0,2.0,"nagpur, maharashtra, india",hindi1,hindi,male,207,india,False,2265,180.6572265625
19.0,10.5,"new delhi, india",hindi10,hindi,female,1202,india,False,1887,87.87646484375
20.0,4.0,"chandigarh, india",hindi11,hindi,male,1437,india,False,2357,129.11474609375
25.0,4.0,"allahabad, india",hindi12,hindi,female,1440,india,False,2546,103.76708984375
43.0,13.0,"jaipur, india",hindi13,hindi,female,1633,india,False,3080,221.15478515625
53.0,12.0,"new delhi, india",hindi14,hindi,male,1697,india,False,2460,229.06591796875
23.0,1.0,"new delhi, india",hindi15,hindi,female,1794,india,False,1964,230.6064453125
25.0,5.0,"new delhi, india",hindi16,hindi,male,1966,india,False,2355,221.12158203125
47.0,3.0,"new delhi, india",hindi17,hindi,female,1988,india,False,2398,291.876953125
21.0,5.0,"new delhi, india",hindi18,hindi,female,2125,india,False,1958,140.48193359375
31.0,3.0,"hyderabad, india",hindi2,hindi,male,587,india,False,2141,356.57958984375
42.0,5.0,"jalandhar, india",hindi3,hindi,male,593,india,False,2257,110.0693359375
28.0,14.0,"bhilwara, rajisthan, india",hindi4,hindi,female,765,india,False,2819,127.64990234375
64.0,10.0,"hubballi, karnataka, india",hindi5,hindi,female,845,india,False,2555,106.46435546875
27.0,4.0,"new delhi, india",hindi6,hindi,female,866,india,False,1966,77.369140625
60.0,5.0,"allahabad, utter pardesh, india",hindi7,hindi,female,867,india,False,2622,109.271484375
19.0,8.0,"imphal, india",hindi8,hindi,male,910,india,False,1745,127.69140625
31.0,4.0,"durgapur, west bengal, india",hindi9,hindi,male,1017,india,False,1731,120.794921875
29.0,22.0,"carbonia, italy",italian1,italian,female,217,italy,False,2588,183.01123046875
48.0,12.0,"palermo, italy",italian10,italian,male,627,italy,False,2322,96.40185546875
30.0,18.0,"cagliari, italy",italian11,italian,male,641,italy,False,1858,103.015625
20.0,8.0,"enna, italy",italian13,italian,male,733,italy,False,2020,93.40625
20.0,8.0,"cosenza, italy",italian14,italian,male,761,italy,False,2299,314.70849609375
48.0,15.0,"forli, italy",italian15,italian,male,839,italy,False,2435,102.6064453125
40.0,14.0,"mantua, italy",italian16,italian,male,942,italy,False,2801,114.95068359375
28.0,14.0,"turin, italy",italian17,italian,male,995,italy,False,2285,105.41015625
20.0,8.0,"grugliasco, italy",italian18,italian,male,1043,italy,False,2279,190.7529296875
19.0,11.0,"rome, italy",italian19,italian,male,1114,italy,False,2029,164.68408203125
46.0,18.0,"caltanissetta, sicily, italy",italian2,italian,male,218,italy,False,4342,233.99267578125
32.0,15.0,"naples, italy",italian20,italian,male,1123,italy,False,2056,139.59716796875
42.0,20.0,"trento, italy",italian21,italian,male,1124,italy,False,2180,158.1103515625
23.0,6.0,"teramo, italy",italian22,italian,male,1175,italy,False,2035,261.1044921875
34.0,14.0,"cuneo, italy",italian23,italian,female,1177,italy,False,1849,176.18212890625
23.0,6.0,"milan, italy",italian24,italian,female,1406,italy,False,1817,156.404296875
40.0,3.5,"wiesbaden, germany",italian25,italian,male,1322,germany,False,1731,85.08154296875
49.0,11.0,"siracusa, sicily, italy",italian26,italian,male,1489,italy,False,1941,207.9619140625
33.0,10.0,"milan, italy",italian27,italian,female,1543,italy,False,2302,202.22314453125
25.0,6.0,"rome, italy",italian28,italian,male,1679,italy,False,1821,136.61181640625
21.0,8.0,"trieste, italy",italian29,italian,female,1686,italy,False,1764,174.77490234375
55.0,21.0,"florence, italy",italian3,italian,male,219,italy,False,1810,95.66357421875
23.0,11.0,"bologna, italy",italian30,italian,male,1741,italy,False,2897,319.564453125
59.0,23.0,"naples, italy",italian31,italian,female,1976,italy,False,2289,136.5576171875
49.0,14.0,"sardinia, italy",italian32,italian,male,1984,italy,False,3352,348.9208984375
78.0,50.0,"bitonto, italy",italian33,italian,female,2020,italy,False,3558,394.6865234375
47.0,11.0,"cremona, italy",italian4,italian,female,220,italy,False,1722,118.4912109375
52.0,25.0,"vicenza, veneto, italy",italian5,italian,male,440,italy,False,1918,94.57763671875
32.0,15.0,"naples, italy",italian6,italian,female,473,italy,False,1809,29.23779296875
24.0,8.0,"naples, italy",italian7,italian,male,553,italy,False,1777,108.5546875
43.0,10.0,"bari, italy",italian8,italian,male,589,italy,False,2587,158.9912109375
18.0,8.0,"turin, italy",italian9,italian,male,619,italy,False,1954,125.88623046875
36.0,9.0,"hosanna, ethiopia",kambaata1,kambaata,male,978,ethiopia,False,2506,122.7705078125
51.0,7.0,"durame, ethiopia",kambaata2,kambaata,male,1002,ethiopia,False,2580,177.5126953125
54.0,8.0,"hosanna, ethiopia",kambaata3,kambaata,male,1033,ethiopia,False,2680,132.02587890625
26.0,5.0,"bangalore, india",kannada1,kannada,female,228,india,False,2087,144.4296875
20.0,4.0,"auburn, australia",khmer6,khmer,female,1669,australia,False,1907,207.3935546875
19.0,16.0,"new orleans, louisiana, usa",kikongo1,kikongo,male,464,usa,False,3430,85.92724609375
38.0,6.0,"hyderabad, andhra pradesh, india",konkani1,konkani,female,438,india,False,2397,127.69873046875
29.0,13.0,"ui jong bu, south korea",korean1,korean,male,238,south korea,False,3717,273.693359375
34.0,13.0,"kwangju, south korea",korean10,korean,male,483,south korea,False,3493,185.39404296875
26.0,14.0,"seoul, south korea",korean11,korean,male,559,south korea,False,2008,132.787109375
31.0,31.0,"sokcho, south korea",korean12,korean,male,608,south korea,False,2707,141.0390625
50.0,12.0,"pusan, south korea",korean13,korean,female,759,south korea,False,3375,206.44091796875
42.0,40.0,"pusan, south korea",korean15,korean,male,1005,south korea,False,3666,179.7333984375
30.0,13.0,"nonsan, south korea",korean16,korean,female,1006,south korea,False,2539,177.81884765625
21.0,8.0,"cheju-do, south korea",korean17,korean,male,1007,south korea,False,2861,235.1201171875
25.0,7.0,"seoul, south korea",korean18,korean,male,1117,south korea,False,2237,107.53662109375
21.0,14.0,"seoul, south korea",korean19,korean,female,1118,south korea,False,3278,155.7431640625
23.0,14.0,"taegu, south korea",korean2,korean,female,239,south korea,False,2512,154.3642578125
58.0,13.0,"inchon, south korea",korean20,korean,female,1126,south korea,False,2118,194.31298828125
21.0,12.0,"ulsan, south korea",korean21,korean,male,1142,south korea,False,2785,47.990234375
19.0,8.0,"inchon, south korea",korean22,korean,female,1145,south korea,False,1689,153.951171875
49.0,12.0,"seoul, south korea",korean23,korean,female,1196,south korea,False,2827,177.68017578125
42.0,13.0,"seoul, south korea",korean24,korean,male,1370,south korea,False,2483,155.3935546875
34.0,12.0,"anseong, kyong gi, south korea",korean25,korean,female,1386,south korea,False,3406,185.21044921875
23.0,21.0,"seoul, south korea",korean26,korean,male,1507,south korea,False,2050,146.4736328125
51.0,14.0,"haenam, south korea",korean27,korean,male,1624,south korea,False,3214,347.21630859375
62.0,13.0,"seoul, south korea",korean28,korean,female,1663,south korea,False,4738,209.51416015625
19.0,8.0,"masan, south korea",korean29,korean,female,1687,south korea,False,1961,155.43359375
19.0,17.0,"seoul, south korea",korean3,korean,female,240,south korea,False,2235,111.5361328125
49.0,14.0,"seoul, south korea",korean30,korean,female,1690,south korea,False,3406,364.9951171875
18.0,7.0,"seoul, south korea",korean31,korean,female,1696,south korea,False,2211,386.26611328125
35.0,28.0,"seoul, south korea",korean32,korean,female,1715,south korea,False,3846,284.02001953125
30.0,13.0,"seongnam, south korea",korean33,korean,female,1722,south korea,False,2070,177.3916015625
20.0,11.0,"seoul, south korea",korean34,korean,female,1814,south korea,False,3537,296.21533203125
48.0,12.0,"kwangju, south korea",korean35,korean,male,1815,south korea,False,3292,336.966796875
51.0,12.0,"taegu, south korea",korean36,korean,female,1838,south korea,False,2713,257.6826171875
27.0,14.0,"seoul, south korea",korean37,korean,female,1843,south korea,False,2091,205.66064453125
25.0,10.0,"inchon, south korea",korean38,korean,male,1848,south korea,False,2280,166.5185546875
55.0,14.0,"pusan, south korea",korean39,korean,male,1862,south korea,False,3555,243.53515625
29.0,15.0,"seoul, south korea",korean4,korean,female,241,south korea,False,2601,120.6845703125
21.0,17.0,"seoul, south korea",korean40,korean,female,1943,south korea,False,1700,110.64404296875
50.0,12.0,"seoul, south korea",korean41,korean,female,1946,south korea,False,2192,202.30322265625
26.0,3.0,"bayside, new york, usa",korean42,korean,male,1950,usa,False,2573,283.2255859375
20.0,13.0,"taejon, south korea",korean43,korean,male,1952,south korea,False,2076,151.60302734375
49.0,14.0,"inchon, south korea",korean44,korean,male,1971,south korea,False,2792,333.822265625
28.0,13.0,"inchon, south korea",korean45,korean,male,1982,south korea,False,2127,202.37744140625
21.0,21.0,"seoul, south korea",korean46,korean,female,2015,south korea,False,2081,216.71826171875
23.0,10.0,"seoul, south korea",korean47,korean,male,2058,south korea,False,2573,251.01513671875
32.0,27.0,"seoul, south korea",korean48,korean,male,2075,south korea,False,2465,131.28466796875
22.0,7.0,"an yang, south korea",korean49,korean,female,2098,south korea,False,2877,300.07470703125
50.0,12.0,"seoul, south korea",korean5,korean,female,242,south korea,False,2962,364.81103515625
57.0,13.0,"taejon, south korea",korean50,korean,female,2133,south korea,False,2666,370.0498046875
25.0,16.0,"seoul, south korea",korean51,korean,male,2134,south korea,False,2086,109.43115234375
40.0,12.0,"seoul, south korea",korean52,korean,male,2158,south korea,False,2083,141.59619140625
21.0,12.0,"sunchun, south korea",korean6,korean,female,243,south korea,False,2008,144.166015625
32.0,10.0,"seoul, south korea",korean7,korean,male,244,south korea,False,2095,52.6884765625
39.0,13.0,"seoul, south korea",korean8,korean,female,452,south korea,False,3717,113.2958984375
34.0,12.0,"taejon, south korea",korean9,korean,male,474,south korea,False,1941,199.703125
24.0,5.0,"kerala state, kerala state, india",malayalam1,malayalam,male,255,india,False,2685,165.1376953125
29.0,5.0,"trivandrum, kerala, india",malayalam2,malayalam,female,592,india,False,2189,117.18359375
19.0,3.5,"bangalore, india",malayalam3,malayalam,female,1780,india,False,1794,150.236328125
26.0,13.0,"shanxi province, shanxi, china",mandarin1,mandarin,female,256,china,False,2766,203.23046875
19.0,3.0,"beijing, china",mandarin10,mandarin,male,491,china,False,1877,100.81396484375
49.0,20.0,"dalian, liaoning, china",mandarin14,mandarin,male,719,china,False,2681,224.80419921875
26.0,13.0,"wuhan, hubei, china",mandarin17,mandarin,male,796,china,False,2199,147.61767578125
27.0,13.0,"qinzhou, guangxi, china",mandarin19,mandarin,male,916,china,False,3696,251.5126953125
38.0,14.0,"nanjing, china",mandarin2,mandarin,female,257,china,False,3300,227.25341796875
38.0,9.0,"chengdu, sichuan, china",mandarin21,mandarin,female,984,china,False,3436,197.9765625
39.0,11.0,"haikou, hainan, china",mandarin22,mandarin,female,1019,china,False,2327,106.08447265625
21.0,10.0,"shanghai, china",mandarin24,mandarin,female,1089,china,False,2502,185.568359375
28.0,13.0,"wuxi, jiangsu, china",mandarin25,mandarin,female,1125,china,False,2169,191.71484375
31.0,12.0,"emei, sichuan, china",mandarin26,mandarin,female,1141,china,False,2669,82.36181640625
18.0,15.0,"chengdu, sichuan, china",mandarin27,mandarin,male,1154,china,False,2005,181.8466796875
45.0,15.0,"shanghai, china",mandarin28,mandarin,male,1447,china,False,2592,298.4189453125
24.0,4.0,"lanzhou, gansu, china",mandarin29,mandarin,male,1490,china,False,1709,131.87353515625
43.0,10.0,"jilin city, jilin, china",mandarin3,mandarin,male,258,china,False,3643,210.6455078125
26.0,13.0,"wenzhou, zhejiang, china",mandarin31,mandarin,female,1519,china,False,2056,169.68359375
25.0,6.0,"beijing, china",mandarin33,mandarin,male,1541,china,False,2013,81.8525390625
31.0,13.0,"shi jia zhuang, hebei, china",mandarin34,mandarin,female,1578,china,False,2366,125.75390625
27.0,12.0,"yantai, shandong, china",mandarin35,mandarin,female,1579,china,False,2622,138.69873046875
32.0,10.0,"beijing, china",mandarin36,mandarin,female,1580,china,False,2854,298.47509765625
32.0,12.0,"huhot, nei meng gu, china",mandarin37,mandarin,female,1581,china,False,3430,346.0302734375
33.0,12.0,"changsha, hunan, china",mandarin38,mandarin,female,1582,china,False,3724,371.33740234375
24.0,12.0,"tie ling, liaoning, china",mandarin39,mandarin,female,1583,china,False,2990,201.7275390625
24.0,6.0,"shanghai, china",mandarin4,mandarin,female,259,china,False,2716,285.67236328125
28.0,12.0,"chengdu, sichuan, china",mandarin40,mandarin,male,1614,china,False,2085,147.77685546875
34.0,13.0,"songyuan, jilin, china",mandarin41,mandarin,female,1615,china,False,3018,261.03076171875
47.0,16.0,"yanbian, jilin, china",mandarin42,mandarin,female,1616,china,False,4789,242.99267578125
24.0,15.0,"datong, shanxi, china",mandarin43,mandarin,female,1617,china,False,3658,160.59716796875
21.0,16.0,"hangzhou, zhejiang, china",mandarin44,mandarin,male,1630,china,False,2914,275.2890625
42.0,12.0,"beijing, china",mandarin45,mandarin,female,1631,china,False,3989,351.51220703125
43.0,9.0,"jilin city, jilin, china",mandarin46,mandarin,female,1636,china,False,3669,289.744140625
28.0,8.0,"beijing, china",mandarin47,mandarin,female,1644,china,False,2988,241.67236328125
37.0,12.0,"pingdingshan, henan, china",mandarin48,mandarin,male,1645,china,False,3557,148.14892578125
21.0,10.0,"shanghai, china",mandarin49,mandarin,male,1736,china,False,1631,171.86376953125
31.0,12.0,"beijing, china",mandarin5,mandarin,female,260,china,False,2524,287.033203125
25.0,10.0,"tianjin, hebei, china",mandarin51,mandarin,male,1792,china,False,2396,166.22314453125
26.0,6.0,"shaoxing, zhejiang, china",mandarin52,mandarin,female,1793,china,False,2776,196.59619140625
38.0,13.0,"ningbo, zhejiang, china",mandarin53,mandarin,female,1817,china,False,2595,259.34765625
25.0,10.0,"chengdu, sichuan, china",mandarin54,mandarin,female,1900,china,False,1922,201.1181640625
25.0,13.0,"loudi, hunan, china",mandarin55,mandarin,female,1909,china,False,3077,291.31787109375
26.0,11.0,"baoding, hebei, china",mandarin56,mandarin,female,1910,china,False,2362,167.84814453125
20.0,12.0,"shanghai, china",mandarin57,mandarin,male,1990,china,False,2014,173.0517578125
23.0,7.0,"superior, colorado, usa",mandarin58,mandarin,male,2000,usa,False,1702,167.77001953125
20.0,6.0,"kunming, yunnan, china",mandarin59,mandarin,female,2019,china,False,3511,457.18701171875
28.0,12.0,"le shan, sichuan, china",mandarin6,mandarin,female,261,china,False,2734,312.751953125
41.0,13.0,"guiyang, guizhou, china",mandarin60,mandarin,female,2109,china,False,2769,140.50244140625
33.0,16.0,"shangrao, jiangxi, china",mandarin61,mandarin,female,2116,china,False,2983,437.81396484375
24.0,7.0,"shanghai, china",mandarin62,mandarin,male,2117,china,False,1987,96.49951171875
27.0,12.0,"jiaozuo, henan, china",mandarin63,mandarin,male,2119,china,False,2351,223.19384765625
24.0,10.0,"fuzhou, fujian, china",mandarin64,mandarin,female,2129,china,False,3131,386.0615234375
20.0,5.0,"tianjin, hebei, china",mandarin65,mandarin,female,2173,china,False,1705,338.52587890625
22.0,5.0,"berkeley, california, usa",mandarin7,mandarin,male,262,usa,False,1748,177.2060546875
29.0,12.0,"jingmen, hubei, china",mandarin8,mandarin,male,430,china,False,2299,128.8388671875
38.0,12.0,"shanghai, china",mandarin9,mandarin,male,451,china,False,3094,117.19091796875
21.0,3.0,"bombay, india",marathi1,marathi,female,264,india,False,2279,143.474609375
28.0,10.0,"madras, india",marathi2,marathi,male,265,india,False,2296,178.00244140625
31.0,2.0,"bombay, india",marathi3,marathi,male,837,india,False,2070,172.7138671875
25.0,5.0,"jining, inner mongolia, china",mongolian8,mongolian,male,1842,china,False,2901,172.6708984375
19.0,5.0,"yekaterinburg, russia",mongolian9,mongolian,male,1896,russia,False,1900,146.0703125
24.0,12.0,"shangri-la, yunnan, china",naxi1,naxi,female,2164,china,False,2946,256.400390625
35.0,5.0,"bargarh, orissa, india",oriya1,oriya,male,475,india,False,1460,114.43017578125
32.0,6.0,"orissa, india",oriya2,oriya,male,1084,india,False,2460,280.83056640625
33.0,11.0,"wellga, ethiopia",oromo1,oromo,female,275,ethiopia,False,2164,79.0986328125
33.0,10.0,"yabello, burana, ethiopia",oromo2,oromo,male,1042,ethiopia,False,2523,157.978515625
35.0,8.0,"dembi dollo, ethiopia",oromo3,oromo,female,1152,ethiopia,False,2263,111.48779296875
26.0,23.0,"janow, poland",polish1,polish,female,277,poland,False,2900,146.470703125
30.0,15.0,"wolanow, poland",polish10,polish,female,842,poland,False,2418,196.64990234375
56.0,10.0,"warsaw, poland",polish11,polish,female,843,poland,False,1954,91.24658203125
40.0,20.0,"warsaw, poland",polish12,polish,male,883,poland,False,2656,142.03955078125
22.0,14.0,"gryfino, western pomerania, poland",polish13,polish,male,958,poland,False,1797,158.85693359375
97.0,35.0,"warsaw, poland",polish14,polish,male,1171,poland,False,3147,186.0595703125
25.0,9.0,"ketrzyn, poland",polish15,polish,female,1245,poland,False,2490,136.18212890625
19.0,8.0,"koszalin, poland",polish16,polish,male,1278,poland,False,1814,125.59814453125
33.0,13.0,"krakow, poland",polish17,polish,female,1453,poland,False,2229,251.7802734375
18.0,5.0,"bialystok, poland",polish18,polish,male,1483,poland,False,1888,123.46435546875
24.0,7.0,"belchatow, poland",polish19,polish,male,1549,poland,False,2028,82.8251953125
26.0,25.0,"mielec, poland",polish2,polish,female,278,poland,False,3431,277.76806640625
53.0,4.0,"gdansk, poland",polish20,polish,female,1625,poland,False,2054,321.23291015625
30.0,10.0,"kolobrzeg, poland",polish21,polish,male,1651,poland,False,1828,166.76318359375
19.0,11.0,"koszalin, poland",polish22,polish,male,1652,poland,False,2703,371.65869140625
21.0,8.0,"lobez, poland",polish23,polish,male,1653,poland,False,2194,103.17041015625
20.0,10.0,"koszalin, poland",polish24,polish,female,1654,poland,False,1972,203.55908203125
20.0,11.0,"koszalin, poland",polish25,polish,male,1671,poland,False,1788,146.88037109375
19.0,16.0,"bytow, poland",polish26,polish,male,1737,poland,False,2178,268.578125
19.0,6.0,"koszalin, poland",polish27,polish,male,1738,poland,False,1952,236.00927734375
20.0,10.0,"koszalin, poland",polish28,polish,female,1745,poland,False,1652,179.72705078125
20.0,11.0,"sianow, poland",polish29,polish,male,1748,poland,False,2471,253.30908203125
31.0,12.0,"nowy sacz, poland",polish3,polish,female,279,poland,False,2320,172.138671875
21.0,9.0,"koszalin, poland",polish30,polish,female,1749,poland,False,1972,386.46826171875
34.0,16.0,"trzebnica, poland",polish31,polish,female,1918,poland,False,2181,265.7431640625
42.0,14.0,"torun, poland",polish32,polish,male,2062,poland,False,1751,153.31884765625
21.0,7.0,"nowa ruda, poland",polish33,polish,male,2064,poland,False,1999,109.7919921875
48.0,12.0,"wroclaw, poland",polish34,polish,female,2085,poland,False,2541,302.748046875
47.0,15.0,"krakow, poland",polish4,polish,female,280,poland,False,2455,143.84228515625
22.0,9.0,"ozarow maz, poland",polish5,polish,male,482,poland,False,2001,107.220703125
26.0,8.0,"torun, poland",polish6,polish,female,626,poland,False,1971,124.755859375
20.0,6.0,"przemet, poland",polish7,polish,male,728,poland,False,1790,200.93212890625
20.0,11.0,"otwock, poland",polish8,polish,male,769,poland,False,1756,140.6162109375
23.0,15.0,"ostroleka, poland",polish9,polish,female,841,poland,False,2313,135.298828125
37.0,16.0,"bahia, brazil",portuguese1,portuguese,female,281,brazil,False,4596,324.26318359375
21.0,13.0,"novo hamburgo, rio grande do sul, brazil",portuguese10,portuguese,male,282,brazil,False,2977,345.3134765625
40.0,7.0,"sao paulo, brazil",portuguese11,portuguese,female,495,brazil,False,2249,182.251953125
18.0,9.0,"santa maria, rio grande do sul, brazil",portuguese13,portuguese,male,520,brazil,False,1799,129.7900390625
25.0,8.0,"sao paulo, brazil",portuguese14,portuguese,male,558,brazil,False,2008,157.17138671875
54.0,9.0,"sao paulo, brazil",portuguese15,portuguese,male,615,brazil,False,2133,178.08984375
25.0,15.0,"porto alegre, brazil",portuguese16,portuguese,male,632,brazil,False,2030,167.18994140625
18.0,15.0,"salinas, brazil",portuguese17,portuguese,male,806,brazil,False,1702,142.54833984375
32.0,4.0,"florianopolis, brazil",portuguese19,portuguese,male,829,brazil,False,2166,42.73828125
18.0,10.0,"brasilia, brazil",portuguese2,portuguese,female,283,brazil,False,2202,142.45849609375
21.0,10.0,"campinas, brazil",portuguese20,portuguese,male,833,brazil,False,1897,195.4765625
23.0,17.0,"sao paulo, brazil",portuguese21,portuguese,male,891,brazil,False,1850,77.6015625
29.0,10.0,"curitiba, brazil",portuguese23,portuguese,female,938,brazil,False,1929,135.93798828125
22.0,11.0,"santos, brazil",portuguese24,portuguese,female,960,brazil,False,1792,217.591796875
